,Unnamed: 0,num_acidente,chv_localidade,data_acidente,uf_acidente,ano_acidente,mes_acidente,mes_ano_acidente,codigo_ibge,dia_semana,fase_dia,tp_acidente,cond_meteorologica,end_acidente,num_end_acidente,cep_acidente,bairro_acidente,km_via_acidente,latitude_acidente,longitude_acidente,hora_acidente,tp_rodovia,cond_pista,tp_cruzamento,tp_pavimento,tp_curva,lim_velocidade,tp_pista,ind_guardrail,ind_cantcentral,ind_acostamento,qtde_acidente,qtde_acid_com_obitos,qtde_envolvidos,qtde_feridosilesos,qtde_obitos
11793,3081194,728223,RR1400100202209,2022-09-01,RR,2022,9,92022,1400100,QUINTA-FEIRA,MADRUGADA,COLISAO TRANSVERSAL,NAO INFORMADO,R JERUSALEM,0,69314497,NOVA CANAA,0,2.808893,-60.7357844,24000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,3,2,1
11794,3081195,1339264,RR1400100202209,2022-09-29,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO TRASEIRA,NAO INFORMADO,AV ATAIDE TEIVE,0,0,ALVORADA,0,2.8178426,-60.7250229,143400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11795,3081196,3485504,RR1400100202209,2022-09-05,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,MADRUGADA,COLISAO TRASEIRA,NAO INFORMADO,AV ATAIDE TEIVE,0,0,NOVA CANAA,0,2.8178426,-60.7250229,42000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11796,3081197,3155736,RR1400175202209,2022-09-18,RR,2022,9,92022,1400175,DOMINGO,MANHA,CHOQUE,NAO INFORMADO,BR 432,0,0,,0,2.2338488,-60.6746797,100000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11797,3081198,16449,RR1400308202209,2022-09-08,RR,2022,9,92022,1400308,QUINTA-FEIRA,DESCONHECIDO,COLISAO,NAO INFORMADO,RR 325,0,0,,0,2.4470769,-60.9187276,999999,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,1,0,1
11798,3081199,1951876,RR1400100202209,2022-09-09,RR,2022,9,92022,1400100,SEXTA-FEIRA,MANHA,COLISAO LATERAL,NAO INFORMADO,AV CAP  JULIO BEZERRA,32,0,CENTRO,0,2.8331848,-60.669754,80000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11799,3081200,1896739,RR1400100202209,2022-09-12,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,R GAIVOTA,420,69315618,SAO BENTO,0,2.784141,-60.7103126,150000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,4,4,0
11800,3081201,1584357,RR1400100202209,2022-09-13,RR,2022,9,92022,1400100,TERCA-FEIRA,TARDE,COLISAO,NAO INFORMADO,R JOAO PADEIRO,0,0,PINTOLANDIA,0,2.8163975,-60.7065354,161000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11801,3081202,1122220,RR1400100202209,2022-09-19,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,R TERTULIANO C  RAMOS,0,69316770,SEN. HELIO CAMPOS,0,2.8025683,-60.7528311,212000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11802,3081203,3945326,RR1400100202209,2022-09-23,RR,2022,9,92022,1400100,SEXTA-FEIRA,TARDE,COLISAO,NAO INFORMADO,R ROSA OLIVEIRA DE ARAUJO,0,0,PINTOLANDIA,0,2.8062204,-60.7505512,144400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11803,3081204,1300515,RR1400100202209,2022-09-17,RR,2022,9,92022,1400100,SABADO,MADRUGADA,COLISAO FRONTAL,NAO INFORMADO,AV ENE GARCEZ,0,0,SAO FRANCISCO,0,2.8300944,-60.683474,44900,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11804,3081205,865147,RR1400100202209,2022-09-02,RR,2022,9,92022,1400100,SEXTA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,R THEREZA MAGALHAES BRASIL,0,69316526,SEN. HELIO CAMPOS,0,2.7923658,-60.7456789,201400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11805,3081206,411368,RR1400472202209,2022-09-12,RR,2022,9,92022,1400472,SEGUNDA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,AV DRA  YANDARA,0,69373000,,0,0.9447221,-60.4342643,200000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11806,3081207,31651,RR1400159202209,2022-09-28,RR,2022,9,92022,1400159,QUARTA-FEIRA,NOITE,ATROPELAMENTO COM PEDESTRE,NAO INFORMADO,RR 206,0,69380000,,0,3.3612797,-59.8366531,211000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,2,1,1
11807,3081208,1043567,RR1400472202209,2022-09-22,RR,2022,9,92022,1400472,QUINTA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,AV AYRTON SENNA,0,69373000,,0,0.9439379,-60.42963,213000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11808,3081209,2919921,RR1400100202209,2022-09-02,RR,2022,9,92022,1400100,SEXTA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,R N-25,0,0,SEN. HELIO CAMPOS,0,2.7949554,-60.7529999,185000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11809,3081210,3053798,RR1400472202209,2022-09-05,RR,2022,9,92022,1400472,SEGUNDA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,AV AYRTON SENNA,0,69373000,,0,0.9439379,-60.42963,114000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11810,3081211,2913799,RR1400472202209,2022-09-20,RR,2022,9,92022,1400472,TERCA-FEIRA,NOITE,QUEDA,NAO INFORMADO,BR 174,0,0,,153,-0.1778149,-60.6870639,221400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11811,3081212,3863736,RR1400100202209,2022-09-01,RR,2022,9,92022,1400100,QUINTA-FEIRA,MANHA,COLISAO,NAO INFORMADO,R MAURO CAMPELLO,358,0,JOQUEI CLUBE,0,2.8000691,-60.7234787,81500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11812,3081213,3373373,RR1400100202209,2022-09-28,RR,2022,9,92022,1400100,QUARTA-FEIRA,TARDE,COLISAO TRASEIRA,NAO INFORMADO,AV CARLOS P  DE MELO,3801,0,CARANA,0,2.8206339,-60.6737553,161400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11813,3081214,4042898,RR1400100202209,2022-09-22,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV CARLOS P  DE MELO,0,0,JARDIM FLORESTA,0,2.8206339,-60.6737553,142900,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11814,3081215,4383946,RR1400100202209,2022-09-29,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO LATERAL,NAO INFORMADO,AV GLAYCON DE PAIVA,0,0,MECEJANA,0,2.816562,-60.684368,165000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11815,3081216,3489050,RR1400472202209,2022-09-19,RR,2022,9,92022,1400472,SEGUNDA-FEIRA,MANHA,COLISAO LATERAL,NAO INFORMADO,AV AYRTON SENNA,0,69373000,,0,0.9439379,-60.42963,101500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11816,3081217,3738651,RR1400100202209,2022-09-07,RR,2022,9,92022,1400100,QUARTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV ATAIDE TEIVE,0,0,EQUATORIAL,0,2.8178426,-60.7250229,165100,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11817,3081218,2389063,RR1400233202209,2022-09-01,RR,2022,9,92022,1400233,QUINTA-FEIRA,MANHA,COLISAO,NAO INFORMADO,VICINAL 35,0,69378000,,0,0.8807508,-59.69594,80000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11818,3081219,2334505,RR1400100202209,2022-09-05,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,MANHA,COLISAO LATERAL,NAO INFORMADO,AV BRIG. EDUARDO GOMES,0,0,SAO FRANCISCO,0,2.8367312,-60.6802266,115000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11819,3081220,388795,RR1400100202209,2022-09-17,RR,2022,9,92022,1400100,SABADO,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV VILLE ROY,0,0,CENTRO,0,2.8314066,-60.6637843,161000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,5,5,0
11820,3081221,2984667,RR1400100202209,2022-09-11,RR,2022,9,92022,1400100,DOMINGO,NOITE,COLISAO LATERAL,NAO INFORMADO,R SEVERINO CAVALCANTE,0,69314550,NI,0,2.8064555,-60.7446992,194000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11821,3081222,2371776,RR1400100202209,2022-09-16,RR,2022,9,92022,1400100,SEXTA-FEIRA,NOITE,COLISAO TRASEIRA,NAO INFORMADO,AV SAO SEBASTIAO,0,0,SANTA TEREZA,0,2.8217109,-60.7282116,184100,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11822,3081223,2597796,RR1400100202209,2022-09-08,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO TRASEIRA,NAO INFORMADO,AV MARIO H  DE MELO,0,0,BURITIS,0,2.8233726,-60.7104939,172000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11823,3081224,4000847,RR1400100202209,2022-09-15,RR,2022,9,92022,1400100,QUINTA-FEIRA,NOITE,COLISAO LATERAL,NAO INFORMADO,R LAURA PINHEIRO MAIA,0,69316738,PINTOLANDIA,0,2.8047091,-60.7509401,233400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11824,3081225,1683627,RR1400100202209,2022-09-14,RR,2022,9,92022,1400100,QUARTA-FEIRA,NOITE,ATROPELAMENTO COM PEDESTRE,NAO INFORMADO,AV DOM APARECIDO JOSE DIAS,0,69317488,CIDADE SATELITE,0,2.8508046,-60.7561838,181500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11825,3081226,4238506,RR1400100202209,2022-09-06,RR,2022,9,92022,1400100,TERCA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,AV CAP  JULIO BEZERRA,0,0,31 DE MARCO,0,2.8331848,-60.669754,181500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11826,3081227,3736913,RR1400100202209,2022-09-13,RR,2022,9,92022,1400100,TERCA-FEIRA,DESCONHECIDO,COLISAO,NAO INFORMADO,BR 174,0,0,,0,2.7979016,-60.6976977,999999,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,1,0,1
11827,3081228,931427,RR1400506202209,2022-09-13,RR,2022,9,92022,1400506,TERCA-FEIRA,TARDE,COLISAO LATERAL,NAO INFORMADO,BR 210,0,0,,0,0.9179385,-59.7931283,175500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11828,3081229,2203044,RR1400100202209,2022-09-24,RR,2022,9,92022,1400100,SABADO,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,R ESTRELA DALVA,0,0,RAIAR DO SOL,0,2.7835564,-60.7268364,205300,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11829,3081230,2829590,RR1400050202209,2022-09-22,RR,2022,9,92022,1400050,QUINTA-FEIRA,NOITE,COLISAO FRONTAL,NAO INFORMADO,RR 452,0,69350000,,0,2.9926147,-61.3115797,204000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11830,3081231,4486362,RR1400100202209,2022-09-04,RR,2022,9,92022,1400100,DOMINGO,NOITE,ATROPELAMENTO COM PEDESTRE,NAO INFORMADO,R CAP  CLOVIS DA COSTA,0,69315666,SAO BENTO,0,2.7815602,-60.7141809,230800,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,5,4,1
11831,3081232,2073315,RR1400209202209,2022-09-24,RR,2022,9,92022,1400209,SABADO,TARDE,COLISAO LATERAL,NAO INFORMADO,BR 174,0,0,,0,0.3244771,-60.5239814,154500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,7,7,0
11832,3081233,2410364,RR1400100202209,2022-09-14,RR,2022,9,92022,1400100,QUARTA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,AV SOL NASCENTE,0,0,BELA VISTA,0,2.7743392,-60.7248626,82400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11833,3081234,4101506,RR1400100202209,2022-09-11,RR,2022,9,92022,1400100,DOMINGO,TARDE,ATROPELAMENTO COM PEDESTRE,NAO INFORMADO,RR 205,0,0,ZONA RURAL,0,2.8395799,-60.740121,124600,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11834,3081235,3762980,RR1400159202209,2022-09-11,RR,2022,9,92022,1400159,DOMINGO,TARDE,CAPOTAMENTO,NAO INFORMADO,ESTRADA NO MANOA,0,69380000,,14,3.3612797,-59.8366531,170000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,2,1,1
11835,3081236,2931509,RR1400472202209,2022-09-05,RR,2022,9,92022,1400472,SEGUNDA-FEIRA,NOITE,ATROPELAMENTO COM PEDESTRE,NAO INFORMADO,R PEDRO DANIEL DE SOUSA,0,69373000,CIDADE NOVA,0,0.9406258,-60.4269676,194500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11836,3081237,618565,RR1400100202209,2022-09-06,RR,2022,9,92022,1400100,TERCA-FEIRA,NOITE,COLISAO TRASEIRA,NAO INFORMADO,R SD PM DJANGO DA SILVA,0,0,CARANA,0,2.8397614,-60.7201377,215400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11837,3081238,3131405,RR1400100202209,2022-09-08,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO LATERAL,NAO INFORMADO,AV BRIG. EDUARDO GOMES,0,0,DOS ESTADOS,0,2.8367312,-60.6802266,171000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11838,3081239,779965,RR1400100202209,2022-09-22,RR,2022,9,92022,1400100,QUINTA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,R JOSE ALEIXO,0,0,BURITIS,0,2.8172405,-60.7171007,102200,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11839,3081240,79238,RR1400209202209,2022-09-10,RR,2022,9,92022,1400209,SABADO,TARDE,CHOQUE,NAO INFORMADO,R PETROLINA DO NORTE,0,69360000,,0,1.8225091,-61.1265406,174000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11840,3081241,619213,RR1400100202209,2022-09-28,RR,2022,9,92022,1400100,QUARTA-FEIRA,TARDE,COLISAO LATERAL,NAO INFORMADO,R MAJOR ECILDON PINTO,0,69318020,LAURA MOREIRA,0,2.7975488,-60.7752664,120600,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11841,3081242,1619645,RR1400050202209,2022-09-25,RR,2022,9,92022,1400050,DOMINGO,TARDE,COLISAO LATERAL,NAO INFORMADO,R VILA RECREAR,205,69310068,,3,2.8317088,-60.712381,173000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11842,3081243,428154,RR1400472202209,2022-09-17,RR,2022,9,92022,1400472,SABADO,NOITE,COLISAO,NAO INFORMADO,AV SEN. HELIO CAMPOS,0,69373000,,0,0.9396299,-60.4394125,232000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,4,4,0
11843,3081244,3206630,RR1400100202209,2022-09-14,RR,2022,9,92022,1400100,QUARTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV ENE GARCEZ,0,0,MECEJANA,0,2.8300944,-60.683474,123300,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11844,3081245,2281938,RR1400100202209,2022-09-11,RR,2022,9,92022,1400100,DOMINGO,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV CARLOS P  DE MELO,0,0,JARDIM FLORESTA,0,2.8206339,-60.6737553,153000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11845,3081246,2324956,RR1400472202209,2022-09-07,RR,2022,9,92022,1400472,QUARTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,R OROESTE,0,69373000,,0,0.9439379,-60.42963,162100,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,3,2,1
11846,3081247,1403231,RR1400100202209,2022-09-03,RR,2022,9,92022,1400100,SABADO,NOITE,COLISAO LATERAL,NAO INFORMADO,AV DOS IMIGRANTES,0,0,CAIMBE,0,2.8174857,-60.7127355,195300,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11847,3081248,2618027,RR1400100202209,2022-09-18,RR,2022,9,92022,1400100,DOMINGO,TARDE,QUEDA,NAO INFORMADO,AV RUI BARAUNA,0,0,CARANA,0,2.8455977,-60.7264387,153000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11848,3081249,1482323,RR1400100202209,2022-09-10,RR,2022,9,92022,1400100,SABADO,MANHA,COLISAO,NAO INFORMADO,R ESTRELA DALVA,0,0,RAIAR DO SOL,0,2.7835564,-60.7268364,73000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11849,3081250,1690729,RR1400100202209,2022-09-09,RR,2022,9,92022,1400100,SEXTA-FEIRA,MANHA,COLISAO LATERAL,NAO INFORMADO,AV VENEZUELA,0,0,JARDIM FLORESTA,0,2.8305083,-60.6986649,81000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11850,3081251,3692892,RR1400100202209,2022-09-17,RR,2022,9,92022,1400100,SABADO,TARDE,COLISAO LATERAL,NAO INFORMADO,AV ATAIDE TEIVE,0,0,BURITIS,0,2.8178426,-60.7250229,122000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11851,3081252,3515326,RR1400100202209,2022-09-27,RR,2022,9,92022,1400100,TERCA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,R DR  RUBEM LIMA FILHO,0,69313335,CAMBARA,0,2.8092973,-60.7321114,150000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
